CUEST,REGION,P1. El barrio en el que usted vive es…,P1b. Encuestador (no leer) registre si tiene certeza de que se trata de una villa o asentamiento:,P2. Tipo de vivienda,P22. ¿Cuál fue el monto de ingreso/salario que percibió el mes pasado por su ocupación principal?,"[Reclamos en internet través de petitorios, foros, tuitazo y otras modalidades virtuales.] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…",[Movilizaciones / concentraciones] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…,[Cacerolazos / ruidazos] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…,[Paros] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…,[Cortes de calle o vías de transito] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…,[Otros] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…,[Problemas laborales] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Contra la cuarentena y otras medidas sanitarias] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[En favor de clases presenciales] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[En contra de las clases presenciales] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Seguridad / Corrupción / Justicia] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Por Asistencia Social del Estado (Ej. Ayuda alimentaria / planes sociales)] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Derechos de las mujeres] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Atención o prevención de salud] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Acceso a la vivienda y servicios públicos] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Otro] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,P3. Participó usted en organizaciones sociales comunitarias en distribución de alimentos/comedores/ tareas de prevención en salud/ cuidado de adultos mayores/asistencia en trámites informáticos?,"[Ingreso Familiar de Emergencia] P4. A continuación, le pedimos que nos diga su grado de acuerdo con las siguientes medidas…","[ATP y medidas de sostenimiento del salario de empresas privadas] P4. A continuación, le pedimos que nos diga su grado de acuerdo con las siguientes medidas…","[Doble indemnización y prohibición de despidos] P4. A continuación, le pedimos que nos diga su grado de acuerdo con las siguientes medidas…","[Aporte solidario / impuesto a las grandes riquezas] P4. A continuación, le pedimos que nos diga su grado de acuerdo con las siguientes medidas…","[Congelamiento de alquileres y tarifas] P4. A continuación, le pedimos que nos diga su grado de acuerdo con las siguientes medidas…","[… disminuir impuestos a las grandes empresas] P5. Durante la pandemia muchas voces reclamaron diversas medidas para implementar a futuro. A continuación, le pedimos que nos indique su grado de acuerdo con ….","[... disminuir impuestos a pequeñas y medianas empresas] P5. Durante la pandemia muchas voces reclamaron diversas medidas para implementar a futuro. A continuación, le pedimos que nos indique su grado de acuerdo con ….","[… mayores impuestos a la riqueza] P5. Durante la pandemia muchas voces reclamaron diversas medidas para implementar a futuro. A continuación, le pedimos que nos indique su grado de acuerdo con ….","[… renta universal que garantice un ingreso para todas las familias vulnerables] P5. Durante la pandemia muchas voces reclamaron diversas medidas para implementar a futuro. A continuación, le pedimos que nos indique su grado de acuerdo con ….","P6. Muchas personas dicen que pertenecen a una clase determinada, Si tuviera que elegir una de las siguientes categorías, ¿diría que pertenece a...?",Cantidad total de miembros del hogar,Cantidad total de adultos en el hogar,Sexo entrevistado,Edad cumplida entrevistado,Edad en intervalos
2313,PATAGONICA,1, ,6, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,2,1,4,2,3,3,5,1,1,2,70,7
2314,PATAGONICA,1, ,5, ,2,1,1,2,2,2,0,0,1,0,1,0,0,0,0, ,2,3,3,1,3,1,2,2,4,4,4,2,2,1,28,4
2315,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,1,2,4,2,2,2,5,4,2,2,44,5
2316,PATAGONICA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,1,2,1,3,3,3,2,2,4,3,5,1,1,1,58,6
2317,PATAGONICA,1, ,1,120000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,1,1,2,2,3,3,3,2,2,1,41,5
2318,PATAGONICA,1, ,1,85000,1,1,2,2,2,2,1,0,0,0,0,0,1,0,0, ,2,1,1,1,2,1,4,3,2,4,5,2,2,1,35,5
2319,PATAGONICA,1, ,1,100000,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,contra la megaminería,1,1,1,1,1,1,4,2,2,2,5,2,1,1,34,5
2320,PATAGONICA,1, ,1,90000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,3,3,3,3,3,4,2,1,37,5
2321,PATAGONICA,1, ,1,80000,2,2,2,2,2,2, , , , , , , , , , ,1,1,2,1,1,1,2,3,2,2,5,1,1,1,44,5
2322,PATAGONICA,1, ,1,25000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,4,2,3,3,3,2,22,4
2323,PATAGONICA,1, ,1,20000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,3,1,4,2,2,2,6,3,1,2,30,5
2324,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,3,2,2,1,70,7
2325,PATAGONICA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,6,4,1,2,51,6
2326,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,2,2,2,3,4,3,2,42,5
2327,PATAGONICA,1, ,1,90000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,2,2,2,5,1,1,1,62,7
2328,PATAGONICA,1, ,1,70000,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,1,3,1,2,2,3,4,3,2,2,2,30,5
2329,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,2,3,3,1,2,2,4,4,5,2,2,2,28,4
2330,PATAGONICA,1, ,1,25000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,3,3,3,6,4,4,2,59,6
2331,PATAGONICA,1, ,4, ,1,1,2,2,1,2,1,0,0,0,0,0,0,0,0, ,2,1,1,1,1,1,4,2,2,2,4,2,2,1,23,4
2332,PATAGONICA,1, ,1,200000,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,3,1,1,4,2,4,4,3,1,1,1,52,6
2333,PATAGONICA,1, ,1,999999,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0, ,1,1,1,1,1,1,2,2,2,2,3,2,2,2,28,4
2334,PATAGONICA,1, ,1,72000,1,2,2,2,2,2,0,0,0,0,0,0,0,0,1, ,2,2,3,1,1,1,2,2,4,3,4,4,2,2,43,5
2335,PATAGONICA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,1,1,1,3,2,3,4,5,2,2,2,59,6
2336,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,4,2,2,40,5
2337,PATAGONICA,1, ,1,73000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,2,4,2,2,3,5,4,1,2,37,5
2338,PATAGONICA,2, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,1,2,1,4,3,3,4,5,3,2,2,34,5
2339,PATAGONICA,1, ,1,75000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,3,2,2,5,1,1,1,34,5
2340,PATAGONICA,1, ,1,30000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,3,2,2,6,3,2,1,24,4
2341,PATAGONICA,1, ,1,65000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,3,1,3,3,4,3,5,1,1,1,42,5
2342,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,3,3,3,3,3,3,3,4,2,2,2,61,7
2343,PATAGONICA,1, ,4,80000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,3,1,1,3,2,4,3,5,1,1,2,30,5
2344,PATAGONICA,1, ,1,150000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,3,3,3,3,3,4,2,2,31,5
2345,PATAGONICA,1, ,1, ,1,1,1,1,1,2,1,0,0,0,0,0,1,0,0, ,2,1,3,1,1,1,4,3,2,2,5,5,3,2,21,4
2346,PATAGONICA,1, ,1,15000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,4,5,4,4,2,27,4
2347,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,1,1,1,4,3,2,2,3,3,3,2,42,5
2348,PATAGONICA,1, ,1,70000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,4,3,2,3,3,3,2,2,34,5
2349,PATAGONICA,1, ,1,140000,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,3,3,4,2,2,4,3,4,2,1,40,5
2350,PATAGONICA,1, ,1,180000,2,2,2,2,2,2, , , , , , , , , , ,2,3,2,1,3,3,4,2,2,4,5,4,4,1,58,6
2351,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,3,2,2,1,43,5
2352,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,3,3,2,2,4,4,3,5,3,1,18,4
2353,PATAGONICA,1, ,1,200000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,3,5,3,1,39,5
2354,PATAGONICA,1, ,1,30000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,2,4,2,2,3,4,4,4,1,31,5
2355,PATAGONICA,1, ,1,200000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,2,1,1,1,51,6
2356,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,3,3,3,3,3,3,3,99,4,3,2,20,4
2357,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,1,2,1,3,3,3,3,4,3,3,2,59,6
2358,PATAGONICA,4,2,1,270000,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,1,2,1,3,2,3,3,5,4,2,1,36,5
2359,PATAGONICA,1, ,1, ,1,2,2,2,2,2,0,0,0,0,1,0,1,1,0, ,2,3,3,1,1,1,4,2,2,4,4,2,2,1,56,6
2360,PATAGONICA,1, ,1,40000,2,1,2,2,2,2,1,0,0,0,0,0,0,0,0, ,2,1,1,1,1,1,4,2,2,2,4,1,1,1,46,5
2361,PATAGONICA,1, ,1, ,1,1,1,1,1,2,1,0,0,1,0,0,1,0,0, ,2,1,3,1,3,1,4,2,2,2,5,2,2,1,18,4
2362,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,4,2,2,1,69,7
2363,PATAGONICA,1, ,1,35000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,1,1,3,3,3,3,5,2,2,2,61,7
2364,PATAGONICA,4,2,1,200000,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,Contra la megaminería,2,1,1,1,1,1,4,2,2,2,5,6,4,1,50,6
2365,PATAGONICA,4,2,3,80000,1,1,1,2,2,1,1,0,0,0,1,1,0,0,0, ,2,1,3,1,1,1,4,2,2,2,5,2,2,1,56,6
2366,PATAGONICA,4,2,1, ,1,1,1,1,1,2,0,0,0,0,1,0,1,0,0, ,2,1,3,1,1,1,4,2,2,2,4,3,3,2,26,4
2367,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,2,2,3,2,3,4,5,2,2,2,23,4
2368,PATAGONICA,1, ,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,4,2,2,44,5
2369,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,3,2,99,2,2,4,4,5,2,2,2,51,6
2370,PATAGONICA,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,3,2,2,2,4,4,4,2,2,27,4
2371,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,3,3,4,3,2,3,4,1,1,1,77,8
2372,PATAGONICA,1, ,1,40000,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0, ,1,1,3,1,1,1,4,2,2,2,5,2,2,1,41,5
2373,PATAGONICA,1, ,1,90000,1,1,2,1,1,2,1,0,0,0,0,0,1,0,0, ,2,1,3,1,1,1,4,4,2,3,5,1,1,2,36,5
2374,PATAGONICA,1, ,1,30000,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,1,1,1,2,2,3,4,5,1,1,2,48,5
2375,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,1,1,3,2,2,3,4,5,2,2,1,63,7
2376,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,1,1,2,2,2,4,3,1,1,2,84,8
2377,PATAGONICA,2, ,4,50000,2,2,1,2,2,2,1,1,0,0,0,0,0,0,0, ,2,2,1,1,1,1,2,2,2,4,5,2,2,2,27,4
2378,PATAGONICA,1, ,4, ,2,1,2,2,2,2,0,1,0,0,0,0,0,0,0, ,2,1,1,1,1,1,2,2,2,4,5,4,4,2,27,4
2379,PATAGONICA,1, ,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,2,2,2,5,3,2,2,35,5
2380,PATAGONICA,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,2,2,2,3,3,3,3,5,2,2,2,54,6
2381,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,1,1,4,2,2,2,5,6,2,2,35,5
2382,PATAGONICA,1, ,1,60000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,3,1,2,2,4,3,3,2,2,2,30,5
2383,PATAGONICA,1, ,1,70000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,4,2,2,2,3,1,1,2,52,6
2384,PATAGONICA,1, ,1,56000,2,2,2,2,2,2, , , , , , , , , , ,1,1,3,1,1,1,3,2,2,2,5,3,3,2,54,6
2385,PATAGONICA,1, ,1,999999,1,1,1,2,2,2,1,0,0,0,0,0,0,0,0, ,2,3,3,3,3,3,3,3,3,3,5,2,2,1,57,6
2386,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,3,3,3,3,3,3,3,99,2,2,1,87,8
2387,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,1,1,3,3,2,3,5,4,4,1,71,7
2388,PATAGONICA,1, ,1, ,2,1,1,1,1,2,1,0,0,0,0,0,0,1,0, ,2,1,3,1,2,2,4,4,2,2,5,3,3,2,72,7
2389,PATAGONICA,1, ,1, ,2,1,2,2,2,2,1,0,0,0,0,0,0,0,0,medio ambiente,2,1,1,1,2,1,4,2,2,2,5,1,1,2,73,7
2390,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,3,3,2,6,4,3,2,54,6
2391,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,2,2,4,4,2,2,47,5
2392,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,4,3,3,2,24,4
2393,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,3,1,4,4,2,3,3,2,2,2,61,7
2394,CENTRO,1, ,1,80000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,3,1,4,3,2,3,3,2,2,1,49,5
2395,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,3,3,3,2,4,4,4,2,72,7
2396,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,4,2,3,3,3,3,3,2,20,4
2397,CENTRO,1, ,1,50000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,3,1,4,4,2,2,5,6,5,1,51,6
2398,CENTRO,1, ,1,6000,1,2,2,2,2,2,0,0,0,0,0,0,1,1,0, ,2,2,2,2,3,1,3,3,3,3,3,3,1,2,41,5
2399,CENTRO,1, ,4,30000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,4,2,3,1,1,1,25,4
2400,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,3,3,3,3,3,3,3,2,54,6
2401,CENTRO,1, ,1,25000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,4,2,4,4,2,1,34,5
2402,CENTRO,1, ,1,20000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,4,2,4,4,2,2,34,5
2403,CENTRO,1, ,1,30000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,4,2,3,4,4,1,18,4
2404,CENTRO,1, ,1,20000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,4,4,3,4,1,1,39,5
2405,CENTRO,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,4,2,3,4,4,2,67,7
2406,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,4,4,3,3,3,2,63,7
2407,CENTRO,1, ,4,22000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,4,4,3,1,1,2,61,7
2408,CENTRO,1, ,1,45000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,4,4,3,3,2,1,42,5
2409,CENTRO,1, ,1,20000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,3,1,1,4,4,4,2,4,4,2,2,43,5
2410,CENTRO,1, ,1,70000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,4,2,3,2,2,1,48,5
2411,CENTRO,1, ,1,20000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,2,3,3,5,4,2,2,37,5
2412,CENTRO,1, ,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,3,3,5,3,2,2,46,5
2413,CENTRO,1, ,1,60000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,3,3,3,3,3,5,5,1,51,6
2414,CENTRO,1, ,1,25000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,3,3,3,3,3,4,4,1,24,4
2415,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,2,2,3,2,3,3,3,4,5,2,2,2,50,6
2416,CENTRO,2, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,4,4,3,4,2,1,18,4
2417,CENTRO,1, ,1,60000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,4,5,4,2,53,6
2418,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,3,3,3,4,1,1,2,66,7
2419,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,3,3,3,4,6,4,2,64,7
2420,CENTRO,1, ,1,5000,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,3,2,2,4,4,2,2,6,1,1,2,53,6
2421,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,1,3,1,4,4,2,4,3,1,1,2,72,7
2422,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,1,1,1,4,4,2,3,3,2,2,2,74,7
2423,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,2,2,3,1,1,2,85,8
2424,CENTRO,1, ,1,45000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,2,2,4,3,3,3,4,1,1,1,46,5
2425,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,3,3,2,2,1,65,7
2426,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,4,4,3,3,4,2,2,2,74,7
2427,CENTRO,1, ,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,3,1,4,4,2,2,3,6,3,2,44,5
2428,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,4,3,2,2,6,3,3,1,56,6
2429,CENTRO,1, ,1,20000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,3,3,3,2,5,4,2,2,41,5
2430,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,2,3,2,3,3,4,1,1,2,62,7
2431,CENTRO,1, ,1,30000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,2,1,3,2,3,2,6,2,2,1,61,7
2432,CENTRO,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,3,1,3,2,3,3,5,4,2,1,50,6
2433,CENTRO,2, ,1,65000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,2,1,3,3,3,2,6,4,2,1,50,6
2434,CENTRO,1, ,1,60000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,2,1,3,2,3,2,5,3,2,1,62,7
2435,CENTRO,1, ,1,300000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,3,3,3,3,3,1,1,1,36,5
2436,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,2,2,3,5,5,2,46,5
2437,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,3,3,3,3,3,8,4,1,36,5
2438,CENTRO,1, ,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,4,2,3,3,2,1,53,6
2439,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,3,3,3,3,3,1,1,1,55,6
2440,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,3,3,2,3,2,3,2,5,1,1,2,80,8
2441,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,3,2,3,2,5,4,2,2,48,5
2442,CENTRO,1, ,1,30000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,2,3,2,5,8,5,1,48,5
2443,CENTRO,1, ,1,56000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,3,3,4,3,5,1,1,1,42,5
2444,CENTRO,1, ,1,100000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,1,1,1,3,2,3,3,3,3,2,2,39,5
2445,CENTRO,1, ,4,999999,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,1,1,1,2,2,2,2,5,6,2,1,33,5
2446,CENTRO,1, ,1,80000,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,1,1,1,4,2,3,3,4,5,2,2,44,5
2447,CENTRO,1, ,1,15000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,1,1,4,4,2,2,5,3,2,2,44,5
2448,CENTRO,1, ,1,27000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,3,3,1,4,2,2,2,3,5,2,2,61,7
2449,CENTRO,2, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,1,1,1,4,2,2,2,5,4,2,1,33,5
2450,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,1,1,1,4,2,2,2,6,5,1,2,40,5
2451,CENTRO,1, ,1,10000,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,3,1,1,4,2,3,2,6,7,4,2,21,4
2452,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,1,2,3,1,3,1,2,2,4,2,3,4,4,1,19,4
2453,CENTRO,1, ,1,100000,2,2,2,2,2,2, , , , , , , , , , ,1,2,2,2,3,3,2,2,4,4,4,4,2,1,43,5
2454,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,3,1,1,2,2,4,2,3,3,2,2,43,5
2455,CENTRO,1, ,4,20000,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,1,3,1,4,2,4,3,5,1,1,2,48,5
2456,CENTRO,1, ,1,60000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,3,2,4,4,4,3,2,1,29,4
2457,CENTRO,1, ,1,20000,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,1,3,1,4,2,4,2,3,5,2,2,39,5
2458,CENTRO,1, ,3, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,1,2,1,2,2,4,2,6,1,1,1,72,7
2459,CENTRO,1, ,1,55000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,1,2,3,4,3,4,3,3,1,1,2,29,4
2460,CENTRO,1, ,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,4,2,5,1,1,2,47,5
2461,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,6,5,3,2,23,4
2462,CENTRO,1, ,1,130000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,1,1,4,2,2,2,3,2,2,1,65,7
2463,CENTRO,1, ,1,20000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,3,2,6,3,2,1,24,4
2464,CENTRO,1, ,4,45000,1,1,2,2,2,2,1,0,0,0,0,1,0,0,1, ,1,1,2,1,1,1,4,3,2,2,3,2,1,1,39,5
2465,CENTRO,1, ,4,60000,1,1,2,1,1,2,1,0,0,0,0,0,1,0,1, ,2,1,3,1,1,1,4,2,2,2,3,3,3,2,35,5
2466,CENTRO,4,2,1,50000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,3,2,3,3,3,2,2,1,39,5
2467,CENTRO,1, ,1,55000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,1,1,3,3,2,2,5,1,1,1,35,5
2468,CENTRO,2, ,1,60000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,1,3,3,2,4,3,3,2,1,49,5
2469,CENTRO,1, ,1,75000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,2,2,2,3,4,2,1,33,5
2470,CENTRO,1, ,1,5000,1,1,2,1,1,2,1,0,0,0,0,0,1,0,1, ,2,2,3,1,1,1,4,3,2,2,3,3,3,2,29,4
2471,CENTRO,1, ,1, ,1,1,2,2,2,2,0,0,0,0,0,1,1,0,1, ,2,1,2,1,1,1,3,2,3,3,3,2,2,2,33,5
2472,CENTRO,1, ,1,50000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,1,2,1,3,4,3,3,3,3,3,2,23,4
2473,CENTRO,2, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,3,3,3,2,5,2,2,2,50,6
2474,CENTRO,1, ,4,65000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,3,1,1,1,37,5
2475,CENTRO,1, ,4,70000,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,2,2,1,3,2,3,3,3,3,2,1,37,5
