CUEST,REGION,P1. El barrio en el que usted vive es…,P1b. Encuestador (no leer) registre si tiene certeza de que se trata de una villa o asentamiento:,P2. Tipo de vivienda,P22. ¿Cuál fue el monto de ingreso/salario que percibió el mes pasado por su ocupación principal?,"[Reclamos en internet través de petitorios, foros, tuitazo y otras modalidades virtuales.] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…",[Movilizaciones / concentraciones] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…,[Cacerolazos / ruidazos] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…,[Paros] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…,[Cortes de calle o vías de transito] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…,[Otros] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…,[Problemas laborales] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Contra la cuarentena y otras medidas sanitarias] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[En favor de clases presenciales] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[En contra de las clases presenciales] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Seguridad / Corrupción / Justicia] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Por Asistencia Social del Estado (Ej. Ayuda alimentaria / planes sociales)] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Derechos de las mujeres] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Atención o prevención de salud] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Acceso a la vivienda y servicios públicos] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Otro] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,P3. Participó usted en organizaciones sociales comunitarias en distribución de alimentos/comedores/ tareas de prevención en salud/ cuidado de adultos mayores/asistencia en trámites informáticos?,"[Ingreso Familiar de Emergencia] P4. A continuación, le pedimos que nos diga su grado de acuerdo con las siguientes medidas…","[ATP y medidas de sostenimiento del salario de empresas privadas] P4. A continuación, le pedimos que nos diga su grado de acuerdo con las siguientes medidas…","[Doble indemnización y prohibición de despidos] P4. A continuación, le pedimos que nos diga su grado de acuerdo con las siguientes medidas…","[Aporte solidario / impuesto a las grandes riquezas] P4. A continuación, le pedimos que nos diga su grado de acuerdo con las siguientes medidas…","[Congelamiento de alquileres y tarifas] P4. A continuación, le pedimos que nos diga su grado de acuerdo con las siguientes medidas…","[… disminuir impuestos a las grandes empresas] P5. Durante la pandemia muchas voces reclamaron diversas medidas para implementar a futuro. A continuación, le pedimos que nos indique su grado de acuerdo con ….","[... disminuir impuestos a pequeñas y medianas empresas] P5. Durante la pandemia muchas voces reclamaron diversas medidas para implementar a futuro. A continuación, le pedimos que nos indique su grado de acuerdo con ….","[… mayores impuestos a la riqueza] P5. Durante la pandemia muchas voces reclamaron diversas medidas para implementar a futuro. A continuación, le pedimos que nos indique su grado de acuerdo con ….","[… renta universal que garantice un ingreso para todas las familias vulnerables] P5. Durante la pandemia muchas voces reclamaron diversas medidas para implementar a futuro. A continuación, le pedimos que nos indique su grado de acuerdo con ….","P6. Muchas personas dicen que pertenecen a una clase determinada, Si tuviera que elegir una de las siguientes categorías, ¿diría que pertenece a...?",Cantidad total de miembros del hogar,Cantidad total de adultos en el hogar,Sexo entrevistado,Edad cumplida entrevistado,Edad en intervalos
1336,PAMPEANA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,4,4,4,5,2,2,31,5
1337,PAMPEANA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,1,1,1,2,2,2,2,3,5,4,1,47,5
1338,PAMPEANA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,3,2,2,3,4,3,3,1,33,5
1339,PAMPEANA,1, ,1,50000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,4,4,3,4,2,2,30,5
1340,PAMPEANA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,3,5,2,2,31,5
1341,PAMPEANA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,1,3,1,3,3,3,3,2,4,3,1,37,5
1342,PAMPEANA,1, ,1,60000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,4,4,3,3,3,2,74,7
1343,PAMPEANA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,4,4,3,4,4,2,69,7
1344,PAMPEANA,1, ,1,50000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,1,3,1,2,2,2,2,3,5,2,1,34,5
1345,PAMPEANA,1, ,1,90000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,4,2,3,3,3,2,54,6
1346,PAMPEANA,1, ,1,150000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,4,2,3,5,3,2,34,5
1347,PAMPEANA,1, ,1,50000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,2,4,4,4,4,3,4,2,2,35,5
1348,PAMPEANA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,2,3,1,2,2,2,2,3,2,2,1,80,8
1349,GBA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,2,2,4,4,3,1,56,6
1350,GBA,1, ,1,25000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,2,1,3,3,3,2,4,2,2,2,48,5
1351,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,2,3,3,3,3,5,4,4,1,64,7
1352,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,1,1,1,2,2,2,3,5,4,3,2,46,5
1353,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,4,3,3,1,25,4
1354,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,1,2,1,3,2,3,4,3,4,4,1,25,4
1355,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,1,2,1,3,3,3,3,6,6,4,1,25,4
1356,GBA,1, ,1,16000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,3,2,3,3,4,6,3,2,24,4
1357,GBA,1, ,4,32000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,1,2,1,3,2,3,2,5,6,2,1,25,4
1358,GBA,1, ,1,999999,1,2,2,2,2,2,0,0,0,0,1,1,1,0,0, ,2,1,1,1,1,1,4,3,2,2,5,5,4,1,25,4
1359,GBA,1, ,1,30000,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,3,3,1,4,4,4,2,5,3,2,2,31,5
1360,GBA,1, ,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,2,2,3,3,3,2,5,2,2,1,32,5
1361,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,3,1,1,1,2,2,2,2,5,1,1,2,62,7
1362,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,6,3,2,2,36,5
1363,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,3,1,2,2,4,3,5,6,3,2,21,4
1364,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,1,1,1,2,3,4,2,6,6,4,2,30,5
1365,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,3,3,3,3,4,2,1,45,5
1366,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,5,3,2,35,5
1367,GBA,1, ,1,20000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,2,1,3,3,3,4,5,3,3,2,53,6
1368,GBA,1, ,1,70000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,3,3,1,2,2,4,2,4,4,2,2,24,4
1369,GBA,1, ,1, ,2,1,2,2,2,2,0,0,0,0,1,0,0,0,0, ,1,1,1,1,1,1,4,4,2,2,4,3,3,1,24,4
1370,GBA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,2,1,2,4,4,4,2,4,5,3,1,24,4
1371,GBA,1, ,1,8000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,1,1,2,2,2,4,6,2,2,2,53,6
1372,GBA,1, ,1,120000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,3,3,3,3,3,4,2,1,51,6
1373,GBA,1, ,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,3,3,3,4,3,2,1,35,5
1374,GBA,1, ,1,160000,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,1,1,3,2,2,2,2,3,2,2,1,34,5
1375,GBA,2, ,1,45000,2,2,2,2,2,2, , , , , , , , , , ,2,2,3,3,3,3,4,3,3,3,5,1,1,1,49,5
1376,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,2,2,2,5,3,2,2,25,4
1377,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,1,1,4,2,2,2,3,4,2,2,25,4
1378,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,3,3,1,3,2,2,25,4
1379,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,2,3,2,2,6,6,2,2,25,4
1380,GBA,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,1,2,1,3,2,3,2,3,4,4,1,25,4
1381,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,1,1,2,2,2,1,2,3,3,2,4,3,3,1,25,4
1382,GBA,1, ,4,20000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,2,2,2,5,2,2,1,25,4
1383,GBA,1, ,1, ,2,1,2,2,1,2,0,0,1,0,0,0,1,0,1, ,1,1,1,1,1,1,4,2,2,2,3,4,4,2,25,4
1384,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,1,2,4,2,2,3,5,4,4,2,64,7
1385,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,5,3,3,1,19,4
1386,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,3,1,1,4,2,2,2,4,2,2,1,62,7
1387,GBA,1, ,1,50000,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,1,1,1,3,2,3,3,5,4,3,2,53,6
1388,GBA,1, ,1,100000,1,2,2,2,2,2,0,0,1,0,0,0,0,0,0, ,2,1,1,3,1,1,2,2,2,2,3,4,2,1,36,5
1389,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,5,3,2,37,5
1390,GBA,1, ,1,20000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,5,1,1,1,33,5
1391,GBA,1, ,1,980000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,3,2,2,1,1,1,50,6
1392,GBA,1, ,1,46000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,6,4,2,2,29,4
1393,GBA,2, ,1,45000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,5,3,2,1,27,4
1394,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,1,1,4,2,2,2,5,3,3,1,21,4
1395,GBA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,2,99,2,99,99,99,4,5,4,3,1,49,5
1396,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,1,1,1,4,2,3,2,4,6,4,2,74,7
1397,GBA,1, ,1,70000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,3,2,1,4,2,3,2,4,3,2,2,43,5
1398,GBA,1, ,1,35000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,3,2,2,35,5
1399,GBA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,1,3,1,3,3,4,4,3,2,2,1,77,8
1400,GBA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,3,2,2,5,7,5,2,27,4
1401,GBA,2, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,1,1,3,3,3,2,6,2,1,2,68,7
1402,GBA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,1,1,4,2,2,3,5,1,1,2,34,5
1403,GBA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,1,1,1,40,5
1404,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,2,1,3,3,2,2,5,9,4,2,26,4
1405,GBA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,2,2,5,8,5,1,51,6
1406,GBA,1, ,1,70000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,2,1,4,2,2,3,5,4,2,2,38,5
1407,GBA,1, ,1,20000,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,3,3,3,2,2,4,4,5,2,2,2,64,7
1408,GBA,1, ,1,15000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,1,3,3,3,2,5,4,2,2,49,5
1409,GBA,1, ,1,65000,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0, ,2,1,1,1,1,1,4,2,2,2,5,1,1,1,63,7
1410,GBA,4,2,1,40000,2,1,2,2,1,2,0,0,0,0,0,1,0,0,0, ,2,1,1,1,2,1,3,3,3,2,6,4,1,2,35,5
1411,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,5,1,1,2,70,7
1412,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,2,3,2,2,4,3,4,2,2,2,60,7
1413,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,5,2,2,2,70,7
1414,GBA,1, ,1,15000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,3,2,3,5,2,2,1,31,5
1415,GBA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,3,3,2,3,3,5,5,1,52,6
1416,GBA,1, ,1,200000,2,1,2,2,2,2,0,0,0,0,1,0,0,0,0, ,2,1,1,3,3,2,2,2,4,4,4,4,2,1,54,6
1417,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,5,3,2,2,29,4
1418,GBA,1, ,1,50000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,2,1,3,2,2,4,4,4,2,1,36,5
1419,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,2,2,5,3,3,2,54,6
1420,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,1,1,2,4,2,2,3,5,1,1,2,71,7
1421,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,3,5,3,3,2,66,7
1422,GBA,1, ,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,1,2,4,4,4,4,3,1,1,1,18,4
1423,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,4,9,5,2,18,4
1424,GBA,1, ,1,15000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,3,1,3,4,2,2,2,5,2,2,2,20,4
1425,GBA,1, ,1,35000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,1,2,2,2,2,2,6,5,4,2,43,5
1426,GBA,4,2,1,96000,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,1,1,1,4,2,4,2,5,4,2,2,34,5
1427,GBA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,3,2,2,5,3,2,2,55,6
1428,GBA,1, ,1,120000,2,2,2,2,2,2, , , , , , , , , , ,2,2,3,1,1,1,3,3,2,2,4,6,2,1,39,5
1429,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,2,2,2,2,6,2,2,1,49,5
1430,GBA,1, ,1,20000,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,1,1,1,4,3,2,2,3,2,2,2,26,4
1431,GBA,1, ,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,3,1,4,4,2,2,5,3,3,2,42,5
1432,GBA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,2,2,5,4,2,1,39,5
1433,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,3,1,1,1,4,2,2,2,5,3,2,1,46,5
1434,GBA,2, ,4,35000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,2,2,2,25,4
1435,GBA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,3,3,3,5,2,2,2,59,6
1436,GBA,1, ,1,75000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,3,2,2,2,2,3,2,2,1,44,5
1437,GBA,1, ,1,18000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,2,2,2,2,2,5,2,1,2,52,6
1438,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,3,3,1,4,2,4,2,5,5,2,2,36,5
1439,GBA,1, ,1,20000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,2,1,3,3,2,2,5,4,2,2,50,6
1440,GBA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,3,2,2,3,2,3,3,3,5,2,1,44,5
1441,GBA,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,3,1,4,2,2,2,5,2,2,1,26,4
1442,GBA,1, ,5,32000,2,2,2,2,2,2, , , , , , , , , , ,1,2,1,1,2,1,2,2,3,2,5,6,2,1,27,4
1443,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,3,3,3,2,2,4,4,3,3,3,1,26,4
1444,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,3,1,1,4,2,2,2,4,4,4,1,26,4
1445,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,3,2,2,2,4,4,3,3,3,1,26,4
1446,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,3,1,4,2,2,3,5,4,4,1,27,4
1447,GBA,1, ,1,40000,1,2,2,2,2,2,0,0,0,0,0,0,0,0,1, ,2,1,3,1,1,1,4,2,2,2,5,3,2,2,26,4
1448,GBA,1, ,1,38000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,3,1,4,2,3,2,5,3,2,2,28,4
1449,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,2,99,1,2,4,4,99,5,4,2,2,26,4
1450,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,2,3,3,3,3,4,3,2,2,26,4
1451,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,4,2,3,2,2,4,4,1,27,4
1452,GBA,2, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,99,99,99,99,99,99,99,99,6,4,2,2,26,4
1453,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,3,3,3,3,4,6,5,2,26,4
1454,GBA,1, ,1,14000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,3,2,2,26,4
1455,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,1,3,2,1,2,1,2,2,4,2,4,9,5,1,22,4
1456,GBA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,2,2,5,6,1,2,50,6
1457,GBA,1, ,1,70000,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,1,2,1,3,2,4,4,5,4,2,1,50,6
1458,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,3,3,2,2,4,6,2,2,27,4
1459,GBA,1, ,1,35000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,2,2,2,2,4,3,2,2,29,4
1460,GBA,4,1,1,10000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,3,2,2,6,3,3,1,20,4
1461,GBA,4,1,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,3,2,2,5,5,4,1,21,4
1462,GBA,4,1,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,5,3,1,30,5
1463,GBA,4,1,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,3,2,2,5,5,2,1,28,4
1464,GBA,4,1,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,4,2,1,25,4
1465,GBA,4,1,1,18000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,3,2,2,5,4,3,1,29,4
1466,GBA,4,1,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,5,2,1,29,4
1467,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,3,3,3,3,3,3,3,1,1,2,63,7
1468,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,3,3,3,3,3,3,3,6,2,1,1,68,7
1469,GBA,1, ,1,50000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,2,1,3,3,2,2,3,2,2,1,29,4
1470,GBA,4,2,1, ,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,1,1,1,4,2,2,2,6,4,2,2,33,5
1471,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,1,1,4,2,2,2,5,5,2,2,34,5
1472,GBA,1, ,1,25000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,1,3,4,2,2,2,5,3,1,2,28,4
1473,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,2,2,3,3,3,2,5,4,4,2,38,5
1474,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,5,5,5,2,50,6
1475,GBA,4,1,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,1,1,4,3,2,2,5,5,1,2,71,7
1476,GBA,2, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,2,3,2,2,5,4,3,2,37,5
1477,GBA,4,1,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,2,3,3,3,3,2,2,4,3,5,4,4,2,64,7
1478,GBA,4,1,3,7000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,3,1,2,34,5
1479,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,3,3,3,3,5,2,2,2,74,7
1480,GBA,1, ,4,60000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,2,1,4,3,3,3,3,3,1,2,34,5
1481,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,3,1,2,2,4,2,3,3,2,1,45,5
1482,GBA,2, ,1,35000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,2,1,3,3,3,2,5,6,4,1,57,6
1483,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,3,2,4,2,3,6,2,2,28,4
1484,GBA,2, ,4,999999,2,1,2,1,1,2,1,0,0,0,0,1,0,0,0, ,1,1,3,1,1,1,4,3,2,2,5,1,1,1,42,5
1485,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,99,1,1,1,2,2,2,2,3,2,2,2,61,7
1486,GBA,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,1,1,1,4,4,2,4,3,2,1,2,47,5
1487,GBA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,1,1,2,1,1,3,4,2,2,3,4,1,1,1,36,5
1488,GBA,1, ,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,3,1,3,2,2,2,3,4,3,3,1,52,6
1489,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,2,2,2,2,3,6,1,1,2,68,7
1490,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,3,3,2,2,2,3,3,5,7,4,1,75,8
1491,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,3,2,2,5,2,2,1,60,7
1492,GBA,1, ,1,25000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,1,1,1,2,2,2,2,5,2,2,1,53,6
1493,GBA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,2,3,3,3,3,3,1,1,1,54,6
1494,GBA,1, ,1,80000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,3,1,3,3,3,3,4,1,1,1,35,5
1495,GBA,2, ,1,45000,2,2,2,2,1,2,0,0,0,0,0,0,0,0,1, ,2,1,1,1,1,1,4,2,3,2,5,6,3,1,34,5
1496,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,4,3,3,2,60,7
1497,GBA,1, ,1,50000,2,2,2,2,2,2, , , , , , , , , , ,2,3,2,2,1,1,4,2,2,3,4,3,2,1,50,6
1498,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,1,1,1,4,2,2,2,6,2,2,2,68,7
1499,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,1,1,1,3,3,2,2,5,3,3,1,67,7
1500,GBA,1, ,4,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,5,3,2,1,30,5
1501,GBA,1, ,1,25000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,2,2,3,3,2,2,4,6,5,2,50,6
1502,GBA,2, ,1,20000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,3,3,1,2,2,3,2,4,2,2,2,39,5
1503,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,4,2,2,3,4,4,2,2,35,5
1504,GBA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,5,4,2,1,35,5
1505,GBA,1, ,1,160000,2,2,2,2,2,2, , , , , , , , , , ,2,3,2,3,3,3,2,2,4,4,5,4,4,1,52,6
1506,GBA,1, ,1,11000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,3,3,2,2,6,5,2,2,49,5
1507,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,2,2,2,2,3,4,2,2,1,69,7
